id,contrato_id,tipo,numero,receita_despesa,observacao,mesref,anoref,vencimento,retroativo,valor
37144739,56292,Termo Aditivo,00003/2022,Despesa,PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 72/2020 POR 12 (DOZE) MESES,12,2022,2023-01-01,Não,54849.16
37144742,56292,Termo Aditivo,00003/2022,Despesa,PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 72/2020 POR 12 (DOZE) MESES,3,2023,2023-04-01,Não,54849.16
37144797,155861,Contrato,00054/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00054/2022 DE ACORDO COM PROCESSO NÚMERO: 35014.280544/2020-22,1,2023,2023-02-01,Não,31694.2
37144830,156312,Contrato,00005/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00005/2022 DE ACORDO COM PROCESSO NÚMERO: 21079.000199/2021-70,12,2022,2023-01-01,Não,1765.6
37144759,156310,Contrato,00007/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00007/2022 DE ACORDO COM PROCESSO NÚMERO: 23064.036644/2022-19,8,2022,2022-09-01,Não,16527.8
37144796,155861,Contrato,00054/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00054/2022 DE ACORDO COM PROCESSO NÚMERO: 35014.280544/2020-22,12,2022,2023-01-01,Não,31694.2
37144818,63348,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,1,2023,2023-02-01,Não,60000.0
37144760,155998,Contrato,00806/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00806/2022 DE ACORDO COM PROCESSO NÚMERO: 54000.056420/2022-93,8,2022,2022-09-01,Não,32176.79
37144762,155998,Contrato,00806/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00806/2022 DE ACORDO COM PROCESSO NÚMERO: 54000.056420/2022-93,10,2022,2022-11-01,Não,32176.79
37144744,56292,Termo Aditivo,00003/2022,Despesa,PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 72/2020 POR 12 (DOZE) MESES,5,2023,2023-06-01,Não,54849.16
37144805,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,11,2022,2022-12-01,Não,60000.0
37144955,156313,Contrato,00006/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00006/2022 DE ACORDO COM PROCESSO NÚMERO: 21079.000199/2021-70,7,2022,2022-08-01,Não,147248.0
37144837,24040,Contrato,01000/2017,Despesa,CELEBRAÇÃO DO CONTRATO: 01000/2017 DE ACORDO COM PROCESSO NÚMERO: 54230.004587/2016-17,4,2017,2017-05-01,Não,102023.33
37144780,156311,Contrato,00025/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00025/2022 DE ACORDO COM PROCESSO NÚMERO: 23765.004038/2022-29,10,2022,2022-11-01,Não,5865.0
37144812,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,6,2023,2023-07-01,Não,60000.0
37144962,63349,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,2,2023,2023-03-01,Não,60000.0
37144862,24040,Termo Aditivo,01002/2018,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",5,2018,2018-06-01,Não,107204.76
37144809,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,3,2023,2023-04-01,Não,60000.0
37144887,24040,Termo Aditivo,01004/2019,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",6,2019,2019-07-01,Não,110607.53
37144746,56292,Termo Aditivo,00003/2022,Despesa,PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO Nº 72/2020 POR 12 (DOZE) MESES,7,2023,2023-08-01,Não,54849.16
37144761,155998,Contrato,00806/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00806/2022 DE ACORDO COM PROCESSO NÚMERO: 54000.056420/2022-93,9,2022,2022-10-01,Não,32176.79
37144808,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,2,2023,2023-03-01,Não,60000.0
37144832,156312,Contrato,00005/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00005/2022 DE ACORDO COM PROCESSO NÚMERO: 21079.000199/2021-70,2,2023,2023-03-01,Não,1765.6
37144810,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,4,2023,2023-05-01,Não,60000.0
37144785,156311,Contrato,00025/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00025/2022 DE ACORDO COM PROCESSO NÚMERO: 23765.004038/2022-29,3,2023,2023-04-01,Não,5865.0
37144764,155998,Contrato,00806/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00806/2022 DE ACORDO COM PROCESSO NÚMERO: 54000.056420/2022-93,12,2022,2023-01-01,Não,32176.79
37144829,156312,Contrato,00005/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00005/2022 DE ACORDO COM PROCESSO NÚMERO: 21079.000199/2021-70,11,2022,2022-12-01,Não,1765.6
37144831,156312,Contrato,00005/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00005/2022 DE ACORDO COM PROCESSO NÚMERO: 21079.000199/2021-70,1,2023,2023-02-01,Não,1765.6
37144807,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,1,2023,2023-02-01,Não,60000.0
37144804,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,10,2022,2022-11-01,Não,60000.0
37144786,156311,Contrato,00025/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00025/2022 DE ACORDO COM PROCESSO NÚMERO: 23765.004038/2022-29,4,2023,2023-05-01,Não,5865.0
37144885,24040,Termo Aditivo,01004/2019,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",4,2019,2019-05-01,Não,110607.53
37144886,24040,Termo Aditivo,01004/2019,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",5,2019,2019-06-01,Não,110607.53
37144811,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,5,2023,2023-06-01,Não,60000.0
37144813,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,7,2023,2023-08-01,Não,60000.0
37145017,40124,Termo Aditivo,00006/2022,Despesa,"O PRESENTE TERMO ADITIVO TEM POR OBJETO PRORROGAR O PRAZO DE VIGÊNCIA DO CONTRATO Nº 20/2019 PELO PERÍODO DE 26/08/2022 A 25/08/2023, COM FULCRO NO ART. 57, INCISO II DA LEI Nº 8.666/93.",9,2022,2022-10-01,Não,228162.61
37144781,156311,Contrato,00025/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00025/2022 DE ACORDO COM PROCESSO NÚMERO: 23765.004038/2022-29,11,2022,2022-12-01,Não,5865.0
37144815,63348,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,10,2022,2022-11-01,Não,60000.0
37144960,63349,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,12,2022,2023-01-01,Não,60000.0
37144858,24040,Termo Aditivo,01001/2017,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 102.023,33, PARA R$ 107.204,76, MENSAIS,  A PARITR DE 01.02.2017,  PERFAZENDO UM TORTAL ANUAL DE R$ 1.286.457,12, CONFORME CONVENCAO COLETIVA DA CATEGORIA 2017/2018.         .",1,2018,2018-02-01,Não,5181.43
37144860,24040,Termo Aditivo,01002/2018,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",3,2018,2018-04-01,Não,107204.76
37144909,24040,Termo Aditivo,01005/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 111.607,53, PARA R$ 119.662,53, MENSAIS, A PARTIR DE 01.02.2019. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000044/2019 REF. 2019/2020.",4,2019,2019-05-01,Não,-19206.08
37144820,63348,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,3,2023,2023-04-01,Não,60000.0
37144911,24040,Termo Aditivo,01005/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 111.607,53, PARA R$ 119.662,53, MENSAIS, A PARTIR DE 01.02.2019. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000044/2019 REF. 2019/2020.",6,2019,2019-07-01,Não,-19206.08
37144888,24040,Termo Aditivo,01004/2019,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",7,2019,2019-08-01,Não,110607.53
37144788,156311,Contrato,00025/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00025/2022 DE ACORDO COM PROCESSO NÚMERO: 23765.004038/2022-29,6,2023,2023-07-01,Não,5865.0
37144822,63348,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,5,2023,2023-06-01,Não,60000.0
37144913,24040,Termo Aditivo,01005/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 111.607,53, PARA R$ 119.662,53, MENSAIS, A PARTIR DE 01.02.2019. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000044/2019 REF. 2019/2020.",8,2019,2019-09-01,Não,-19206.08
37144763,155998,Contrato,00806/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00806/2022 DE ACORDO COM PROCESSO NÚMERO: 54000.056420/2022-93,11,2022,2022-12-01,Não,32176.79
37144806,63347,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,12,2022,2023-01-01,Não,60000.0
37144959,63349,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,11,2022,2022-12-01,Não,60000.0
37144961,63349,Termo Aditivo,00001/2022,Despesa,PRORROGAÇÃO DE VIGÊNCIA CONTRATUAL ENTRE A POLICLÍNICA MILITAR DE PORTO ALEGRE E A ORGANIZAÇÃO CIVIL DE SAÚDE.,1,2023,2023-02-01,Não,60000.0
37144915,24040,Termo Aditivo,01005/2019,Despesa,"O PRESENTE TERMO ADITIVO,  ALTERA O VALOR DO CONTRATO CRT/MA 1.000/2017, PASSANDO DOSATUAIS R$ 111.607,53, PARA R$ 119.662,53, MENSAIS, A PARTIR DE 01.02.2019. CONFORME CONVENÇÃO COLETIVA DA CATEGORIA MA000044/2019 REF. 2019/2020.",10,2019,2019-11-01,Não,-19206.08
37144765,155998,Contrato,00806/2022,Despesa,CELEBRAÇÃO DO CONTRATO: 00806/2022 DE ACORDO COM PROCESSO NÚMERO: 54000.056420/2022-93,1,2023,2023-02-01,Não,32176.79
37144838,24040,Contrato,01000/2017,Despesa,CELEBRAÇÃO DO CONTRATO: 01000/2017 DE ACORDO COM PROCESSO NÚMERO: 54230.004587/2016-17,5,2017,2017-06-01,Não,102023.33
37144863,24040,Termo Aditivo,01002/2018,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",6,2018,2018-07-01,Não,107204.76
37144840,24040,Contrato,01000/2017,Despesa,CELEBRAÇÃO DO CONTRATO: 01000/2017 DE ACORDO COM PROCESSO NÚMERO: 54230.004587/2016-17,7,2017,2017-08-01,Não,102023.33
37144938,24040,Termo Aditivo,01008/2021,Despesa,"PRORROGAR POR MAIS 12 (DOZE) MESES O CONTRATO NO. CRT/MA 1.000/2017, AS DEMAIS CLAUSULAS PERMANECEM INALTERADAS.",9,2021,2021-10-01,Não,102023.33
37144841,24040,Contrato,01000/2017,Despesa,CELEBRAÇÃO DO CONTRATO: 01000/2017 DE ACORDO COM PROCESSO NÚMERO: 54230.004587/2016-17,8,2017,2017-09-01,Não,102023.33
